"","close","high","low","open","volumefrom","volumeto","CTime","from_sym","to_sym","LastTime"
"927",0.00001387,0.00001393,0.00001381,0.00001393,313955,4.35,2018-10-29 14:33:00,"THETA","BTC",2018-10-29 14:29:00
"928",0.00001387,0.00001387,0.00001387,0.00001387,0,0,2018-10-29 14:34:00,"THETA","BTC",2018-10-29 14:29:00
"929",0.00001384,0.00001387,0.00001384,0.00001387,0,0,2018-10-29 14:35:00,"THETA","BTC",2018-10-29 14:29:00
"930",0.00000333,0.00000334,0.00000333,0.00000334,54225,0.1805,2018-10-29 14:30:00,"LEND","BTC",2018-10-29 14:29:00
"931",0.00000331,0.00000332,0.00000331,0.00000332,60010,0.1986,2018-10-29 14:31:00,"LEND","BTC",2018-10-29 14:29:00
"932",0.00000329,0.00000331,0.00000329,0.00000331,26167.04,0.08639,2018-10-29 14:32:00,"LEND","BTC",2018-10-29 14:29:00
"933",0.00000326,0.00000329,0.00000324,0.00000329,925867.22,3.02,2018-10-29 14:33:00,"LEND","BTC",2018-10-29 14:29:00
"934",0.00000326,0.00000326,0.00000326,0.00000326,0,0,2018-10-29 14:34:00,"LEND","BTC",2018-10-29 14:29:00
"935",0.00000325,0.00000326,0.00000325,0.00000326,0,0,2018-10-29 14:35:00,"LEND","BTC",2018-10-29 14:29:00
"936",0.00001687,0.00001687,0.00001679,0.00001683,9866,0.1663,2018-10-29 14:30:00,"BCPT","BTC",2018-10-29 14:29:00
"937",0.00001688,0.00001689,0.00001685,0.00001685,8018.95,0.1351,2018-10-29 14:31:00,"BCPT","BTC",2018-10-29 14:29:00
"938",0.00001682,0.00001687,0.00001682,0.00001687,4289.89,0.07221,2018-10-29 14:32:00,"BCPT","BTC",2018-10-29 14:29:00
"939",0.00001677,0.00001682,0.00001676,0.00001682,85435.3,1.43,2018-10-29 14:33:00,"BCPT","BTC",2018-10-29 14:29:00
"940",0.00001677,0.00001677,0.00001677,0.00001677,0,0,2018-10-29 14:34:00,"BCPT","BTC",2018-10-29 14:29:00
"941",0.00001672,0.00001677,0.00001672,0.00001677,0,0,2018-10-29 14:35:00,"BCPT","BTC",2018-10-29 14:29:00
"942",0.7644,0.7644,0.7639,0.7639,2.23,1.7,2018-10-29 14:30:00,"DASH","ETH",2018-10-29 14:29:00
"943",0.7644,0.7644,0.7644,0.7644,1.14,0.8683,2018-10-29 14:31:00,"DASH","ETH",2018-10-29 14:29:00
"944",0.7649,0.7649,0.7647,0.7647,3.22,2.46,2018-10-29 14:32:00,"DASH","ETH",2018-10-29 14:29:00
"945",0.765,0.765,0.7645,0.7645,15.61,11.94,2018-10-29 14:33:00,"DASH","ETH",2018-10-29 14:29:00
"946",0.765,0.765,0.765,0.765,0,0,2018-10-29 14:34:00,"DASH","ETH",2018-10-29 14:29:00
"947",0.7648,0.765,0.7648,0.765,0,0,2018-10-29 14:35:00,"DASH","ETH",2018-10-29 14:29:00
"948",0.002384,0.002384,0.002374,0.002374,10119,24.11,2018-10-29 14:30:00,"TRX","BNB",2018-10-29 14:29:00
"949",0.002369,0.002384,0.002369,0.002384,5305,12.61,2018-10-29 14:31:00,"TRX","BNB",2018-10-29 14:29:00
"950",0.002372,0.002372,0.002364,0.00237,17850,42.21,2018-10-29 14:32:00,"TRX","BNB",2018-10-29 14:29:00
"951",0.00236,0.002372,0.002356,0.002372,31788,75.02,2018-10-29 14:33:00,"TRX","BNB",2018-10-29 14:29:00
"952",0.00236,0.00236,0.00236,0.00236,0,0,2018-10-29 14:34:00,"TRX","BNB",2018-10-29 14:29:00
"953",0.002365,0.002365,0.00236,0.00236,0,0,2018-10-29 14:35:00,"TRX","BNB",2018-10-29 14:29:00
"954",0.01556,0.01557,0.01553,0.01556,2479.46,38.64,2018-10-29 14:30:00,"OMG","ETH",2018-10-29 14:29:00
"955",0.01557,0.01557,0.01554,0.01556,859.06,13.4,2018-10-29 14:31:00,"OMG","ETH",2018-10-29 14:29:00
"956",0.01555,0.01557,0.01555,0.01557,6257.8,97.51,2018-10-29 14:32:00,"OMG","ETH",2018-10-29 14:29:00
"957",0.01557,0.01557,0.01557,0.01557,20.59,0.3205,2018-10-29 14:33:00,"OMG","ETH",2018-10-29 14:29:00
"958",0.01557,0.01557,0.01557,0.01557,0,0,2018-10-29 14:34:00,"OMG","ETH",2018-10-29 14:29:00
"959",0.01558,0.01558,0.01557,0.01557,0,0,2018-10-29 14:35:00,"OMG","ETH",2018-10-29 14:29:00
"960",0.00001677,0.00001683,0.00001677,0.00001677,14486.41,0.2423,2018-10-29 14:30:00,"LRC","BTC",2018-10-29 14:29:00
"961",0.0000166,0.00001677,0.00001653,0.00001677,187572.53,3.11,2018-10-29 14:31:00,"LRC","BTC",2018-10-29 14:29:00
"962",0.00001654,0.0000166,0.00001654,0.00001659,6126.98,0.1015,2018-10-29 14:32:00,"LRC","BTC",2018-10-29 14:29:00
"963",0.00001657,0.00001661,0.00001657,0.00001658,9309.12,0.1543,2018-10-29 14:33:00,"LRC","BTC",2018-10-29 14:29:00
"964",0.00001657,0.00001657,0.00001657,0.00001657,0,0,2018-10-29 14:34:00,"LRC","BTC",2018-10-29 14:29:00
"965",0.00001654,0.00001657,0.00001654,0.00001657,0,0,2018-10-29 14:35:00,"LRC","BTC",2018-10-29 14:29:00
"966",0.0003437,0.0003441,0.0003437,0.0003441,37912.11,13.02,2018-10-29 14:30:00,"GTO","ETH",2018-10-29 14:29:00
"967",0.0003429,0.0003439,0.0003425,0.0003437,24099.39,8.26,2018-10-29 14:31:00,"GTO","ETH",2018-10-29 14:29:00
"968",0.0003432,0.0003432,0.0003429,0.0003429,66786.1,22.91,2018-10-29 14:32:00,"GTO","ETH",2018-10-29 14:29:00
"969",0.0003421,0.0003432,0.000342,0.0003423,82342.72,28.18,2018-10-29 14:33:00,"GTO","ETH",2018-10-29 14:29:00
"970",0.0003421,0.0003421,0.0003421,0.0003421,0,0,2018-10-29 14:34:00,"GTO","ETH",2018-10-29 14:29:00
"971",0.0003419,0.0003421,0.0003419,0.0003421,0,0,2018-10-29 14:35:00,"GTO","ETH",2018-10-29 14:29:00
"972",0.002072,0.03158,0.03151,0.03151,2755.35,5.71,2018-10-29 14:30:00,"LINK","ETH",2018-10-29 14:29:00
"973",0.002077,0.03149,0.03149,0.03149,0.23,0.0004777,2018-10-29 14:31:00,"LINK","ETH",2018-10-29 14:29:00
"974",0.002069,0.03161,0.03144,0.03161,7506,15.53,2018-10-29 14:32:00,"LINK","ETH",2018-10-29 14:29:00
"975",0.002069,0.03156,0.03135,0.03137,3147,6.51,2018-10-29 14:33:00,"LINK","ETH",2018-10-29 14:29:00
"976",0.002069,0.03142,0.03142,0.03142,0,0,2018-10-29 14:34:00,"LINK","ETH",2018-10-29 14:29:00
"977",0.002076,0.03142,0.002076,0.03142,0,0,2018-10-29 14:35:00,"LINK","ETH",2018-10-29 14:29:00
"978",0.0139,0.03153,0.03151,0.03152,1543.55,21.45,2018-10-29 14:30:00,"LSK","ETH",2018-10-29 14:29:00
"979",0.0139,0.03149,0.03148,0.03149,1029.27,14.31,2018-10-29 14:31:00,"LSK","ETH",2018-10-29 14:29:00
"980",0.01393,0.03144,0.03143,0.03143,819.45,11.41,2018-10-29 14:32:00,"LSK","ETH",2018-10-29 14:29:00
"981",0.01394,0.03142,0.03142,0.03142,399.63,5.57,2018-10-29 14:33:00,"LSK","ETH",2018-10-29 14:29:00
"982",0.01394,0.03142,0.03142,0.03142,0,0,2018-10-29 14:34:00,"LSK","ETH",2018-10-29 14:29:00
"983",0.01392,0.03142,0.01392,0.03142,0,0,2018-10-29 14:35:00,"LSK","ETH",2018-10-29 14:29:00
"984",0.0000146,0.0000146,0.00001455,0.00001455,2620,0.03822,2018-10-29 14:30:00,"POA","BTC",2018-10-29 14:29:00
"985",0.00001464,0.00001464,0.0000146,0.0000146,3500,0.05123,2018-10-29 14:31:00,"POA","BTC",2018-10-29 14:29:00
"986",0.0000144,0.00001467,0.00001439,0.00001465,670728.72,9.69,2018-10-29 14:32:00,"POA","BTC",2018-10-29 14:29:00
"987",0.00001428,0.00001438,0.00001421,0.0000143,97268.9,1.39,2018-10-29 14:33:00,"POA","BTC",2018-10-29 14:29:00
"988",0.00001428,0.00001428,0.00001428,0.00001428,0,0,2018-10-29 14:34:00,"POA","BTC",2018-10-29 14:29:00
"989",0.00001446,0.00001446,0.00001428,0.00001428,0,0,2018-10-29 14:35:00,"POA","BTC",2018-10-29 14:29:00
"990",0.00000413,0.00000414,0.00000412,0.00000412,16946.64,0.06999,2018-10-29 14:30:00,"DNT","BTC",2018-10-29 14:29:00
"991",0.00000412,0.00000413,0.00000412,0.00000413,97296,0.401,2018-10-29 14:31:00,"DNT","BTC",2018-10-29 14:29:00
"992",0.00000412,0.00000414,0.00000412,0.00000412,351231.7,1.44,2018-10-29 14:32:00,"DNT","BTC",2018-10-29 14:29:00
"993",0.00000408,0.0000041,0.00000407,0.00000409,216804,0.8829,2018-10-29 14:33:00,"DNT","BTC",2018-10-29 14:29:00
"994",0.00000408,0.00000408,0.00000408,0.00000408,0,0,2018-10-29 14:34:00,"DNT","BTC",2018-10-29 14:29:00
"995",0.00000411,0.00000411,0.00000408,0.00000408,0,0,2018-10-29 14:35:00,"DNT","BTC",2018-10-29 14:29:00
"996",0.00001675,0.00001678,0.00001675,0.00001678,560,0.009383,2018-10-29 14:30:00,"SUB","BTC",2018-10-29 14:29:00
"997",0.00001678,0.00001679,0.00001675,0.00001675,386,0.006466,2018-10-29 14:31:00,"SUB","BTC",2018-10-29 14:29:00
"998",0.00001679,0.00001679,0.00001675,0.00001675,26015.1,0.4355,2018-10-29 14:32:00,"SUB","BTC",2018-10-29 14:29:00
"999",0.00001674,0.00001678,0.0000167,0.00001674,1040,0.01737,2018-10-29 14:33:00,"SUB","BTC",2018-10-29 14:29:00
"1000",0.00001674,0.00001674,0.00001674,0.00001674,0,0,2018-10-29 14:34:00,"SUB","BTC",2018-10-29 14:29:00
"1001",0.00001667,0.00001674,0.00001667,0.00001674,0,0,2018-10-29 14:35:00,"SUB","BTC",2018-10-29 14:29:00
"1002",0.0001009,0.03171,0.03131,0.03151,86406,8.72,2018-10-29 14:30:00,"CDT","ETH",2018-10-29 14:29:00
"1003",0.0001007,0.03189,0.03129,0.03149,421372,42.42,2018-10-29 14:31:00,"CDT","ETH",2018-10-29 14:29:00
"1004",0.0001005,0.03174,0.03144,0.03164,183038,18.4,2018-10-29 14:32:00,"CDT","ETH",2018-10-29 14:29:00
"1005",0.0001015,0.03142,0.03122,0.03122,7788,0.7907,2018-10-29 14:33:00,"CDT","ETH",2018-10-29 14:29:00
"1006",0.0001015,0.03142,0.03142,0.03142,0,0,2018-10-29 14:34:00,"CDT","ETH",2018-10-29 14:29:00
"1007",0.00009962,0.03142,0.00009962,0.03142,0,0,2018-10-29 14:35:00,"CDT","ETH",2018-10-29 14:29:00
"1008",0.001593,0.03157,0.03151,0.03156,12453.74,19.84,2018-10-29 14:30:00,"ELF","ETH",2018-10-29 14:29:00
"1009",0.001594,0.03154,0.03148,0.03149,14335.36,22.84,2018-10-29 14:31:00,"ELF","ETH",2018-10-29 14:29:00
"1010",0.001596,0.03148,0.03144,0.03144,4649.65,7.42,2018-10-29 14:32:00,"ELF","ETH",2018-10-29 14:29:00
"1011",0.001597,0.03143,0.03142,0.03143,33140.62,52.92,2018-10-29 14:33:00,"ELF","ETH",2018-10-29 14:29:00
"1012",0.001597,0.03142,0.03142,0.03142,0,0,2018-10-29 14:34:00,"ELF","ETH",2018-10-29 14:29:00
"1013",0.00159,0.03142,0.00159,0.03142,0,0,2018-10-29 14:35:00,"ELF","ETH",2018-10-29 14:29:00
"1014",0.00018,0.00018,0.00018,0.00018,315.01,0.05671,2018-10-29 14:30:00,"EDO","BTC",2018-10-29 14:29:00
"1015",0.00018,0.00018,0.0001798,0.00018,400.12,0.07199,2018-10-29 14:31:00,"EDO","BTC",2018-10-29 14:29:00
"1016",0.0001785,0.00018,0.0001778,0.00018,10826.26,1.93,2018-10-29 14:32:00,"EDO","BTC",2018-10-29 14:29:00
"1017",0.0001772,0.0001791,0.0001761,0.0001785,4542,0.8029,2018-10-29 14:33:00,"EDO","BTC",2018-10-29 14:29:00
"1018",0.0001772,0.0001772,0.0001772,0.0001772,0,0,2018-10-29 14:34:00,"EDO","BTC",2018-10-29 14:29:00
"1019",0.0001768,0.0001772,0.0001768,0.0001772,0,0,2018-10-29 14:35:00,"EDO","BTC",2018-10-29 14:29:00
"1020",0.005186,0.03166,0.03147,0.03147,2026.22,10.51,2018-10-29 14:30:00,"WAN","ETH",2018-10-29 14:29:00
"1021",0.005195,0.03164,0.03147,0.03147,10753.43,55.87,2018-10-29 14:31:00,"WAN","ETH",2018-10-29 14:29:00
"1022",0.005184,0.03163,0.03144,0.03156,13922.22,72.18,2018-10-29 14:32:00,"WAN","ETH",2018-10-29 14:29:00
"1023",0.005185,0.03146,0.03138,0.03144,7660.81,39.72,2018-10-29 14:33:00,"WAN","ETH",2018-10-29 14:29:00
"1024",0.005185,0.03142,0.03142,0.03142,0,0,2018-10-29 14:34:00,"WAN","ETH",2018-10-29 14:29:00
"1025",0.005102,0.03142,0.005102,0.03142,0,0,2018-10-29 14:35:00,"WAN","ETH",2018-10-29 14:29:00
"1026",0.001664,0.001671,0.00166,0.00166,417.5,0.7021,2018-10-29 14:30:00,"XZC","BTC",2018-10-29 14:29:00
"1027",0.001667,0.00167,0.001664,0.001664,258.85,0.4346,2018-10-29 14:31:00,"XZC","BTC",2018-10-29 14:29:00
"1028",0.001668,0.00167,0.001668,0.00167,130.73,0.2193,2018-10-29 14:32:00,"XZC","BTC",2018-10-29 14:29:00
"1029",0.001677,0.001679,0.001673,0.001673,90.72,0.1527,2018-10-29 14:33:00,"XZC","BTC",2018-10-29 14:29:00
"1030",0.001677,0.001677,0.001677,0.001677,0,0,2018-10-29 14:34:00,"XZC","BTC",2018-10-29 14:29:00
"1031",0.001676,0.001677,0.001676,0.001677,0,0,2018-10-29 14:35:00,"XZC","BTC",2018-10-29 14:29:00
"1032",0.00000499,0.00000499,0.00000495,0.00000495,617181,3.08,2018-10-29 14:30:00,"PHX","BTC",2018-10-29 14:29:00
"1033",0.00000499,0.00000502,0.00000496,0.000005,515907,2.58,2018-10-29 14:31:00,"PHX","BTC",2018-10-29 14:29:00
"1034",0.00000496,0.00000497,0.00000496,0.00000496,174592,0.8663,2018-10-29 14:32:00,"PHX","BTC",2018-10-29 14:29:00
"1035",0.00000497,0.00000498,0.00000495,0.00000496,217439,1.08,2018-10-29 14:33:00,"PHX","BTC",2018-10-29 14:29:00
"1036",0.00000497,0.00000497,0.00000497,0.00000497,0,0,2018-10-29 14:34:00,"PHX","BTC",2018-10-29 14:29:00
"1037",0.00000499,0.00000499,0.00000497,0.00000497,0,0,2018-10-29 14:35:00,"PHX","BTC",2018-10-29 14:29:00
"1038",0.0000576,0.00005776,0.0000576,0.00005776,5332,0.3071,2018-10-29 14:30:00,"BRD","BTC",2018-10-29 14:29:00
"1039",0.0000576,0.00005777,0.0000576,0.00005776,1018,0.05871,2018-10-29 14:31:00,"BRD","BTC",2018-10-29 14:29:00
"1040",0.0000576,0.0000576,0.0000576,0.0000576,0,0,2018-10-29 14:32:00,"BRD","BTC",2018-10-29 14:29:00
"1041",0.00005774,0.00005774,0.0000576,0.0000576,86,0.004966,2018-10-29 14:33:00,"BRD","BTC",2018-10-29 14:29:00
"1042",0.00005774,0.00005774,0.00005774,0.00005774,0,0,2018-10-29 14:34:00,"BRD","BTC",2018-10-29 14:29:00
"1043",0.00005779,0.00005779,0.00005774,0.00005774,0,0,2018-10-29 14:35:00,"BRD","BTC",2018-10-29 14:29:00
"1044",0.0001236,0.0001237,0.0001236,0.0001237,33.24,0.004107,2018-10-29 14:30:00,"ARK","BTC",2018-10-29 14:29:00
"1045",0.0001236,0.0001236,0.0001236,0.0001236,252.58,0.03119,2018-10-29 14:31:00,"ARK","BTC",2018-10-29 14:29:00
"1046",0.0001236,0.0001236,0.0001236,0.0001236,1402.12,0.1732,2018-10-29 14:32:00,"ARK","BTC",2018-10-29 14:29:00
"1047",0.0001236,0.0001236,0.0001236,0.0001236,308.25,0.03807,2018-10-29 14:33:00,"ARK","BTC",2018-10-29 14:29:00
"1048",0.0001236,0.0001236,0.0001236,0.0001236,0,0,2018-10-29 14:34:00,"ARK","BTC",2018-10-29 14:29:00
"1049",0.0001236,0.0001236,0.0001236,0.0001236,0,0,2018-10-29 14:35:00,"ARK","BTC",2018-10-29 14:29:00
"1050",0.00006125,0.03151,0.03135,0.03135,2135971.61,130.83,2018-10-29 14:30:00,"IOST","ETH",2018-10-29 14:29:00
"1051",0.00006129,0.03149,0.03133,0.03149,1486063.68,91.08,2018-10-29 14:31:00,"IOST","ETH",2018-10-29 14:29:00
"1052",0.00006139,0.03144,0.03128,0.03144,2257960.17,138.61,2018-10-29 14:32:00,"IOST","ETH",2018-10-29 14:29:00
"1053",0.00006143,0.03142,0.03126,0.03142,228269.17,14.02,2018-10-29 14:33:00,"IOST","ETH",2018-10-29 14:29:00
"1054",0.00006143,0.03142,0.03142,0.03142,0,0,2018-10-29 14:34:00,"IOST","ETH",2018-10-29 14:29:00
"1055",0.00006111,0.03142,0.00006111,0.03142,0,0,2018-10-29 14:35:00,"IOST","ETH",2018-10-29 14:29:00
"1056",0.0001711,0.03174,0.03145,0.03169,2858474.13,488.96,2018-10-29 14:30:00,"ZIL","ETH",2018-10-29 14:29:00
"1057",0.0001712,0.03155,0.03137,0.03143,649396.09,111.15,2018-10-29 14:31:00,"ZIL","ETH",2018-10-29 14:29:00
"1058",0.0001711,0.0315,0.03121,0.0315,3455970.43,591.38,2018-10-29 14:32:00,"ZIL","ETH",2018-10-29 14:29:00
"1059",0.0001709,0.03148,0.03124,0.03148,178605.8,30.53,2018-10-29 14:33:00,"ZIL","ETH",2018-10-29 14:29:00
"1060",0.0001709,0.03142,0.03142,0.03142,0,0,2018-10-29 14:34:00,"ZIL","ETH",2018-10-29 14:29:00
"1061",0.0001703,0.03142,0.0001703,0.03142,0,0,2018-10-29 14:35:00,"ZIL","ETH",2018-10-29 14:29:00
"1062",0.00000166,0.00000167,0.00000165,0.00000165,218636.16,0.3623,2018-10-29 14:30:00,"TNB","BTC",2018-10-29 14:29:00
"1063",0.00000166,0.00000167,0.00000166,0.00000167,302096.03,0.5013,2018-10-29 14:31:00,"TNB","BTC",2018-10-29 14:29:00
"1064",0.00000166,0.00000167,0.00000166,0.00000166,576761,0.962,2018-10-29 14:32:00,"TNB","BTC",2018-10-29 14:29:00
"1065",0.00000166,0.00000167,0.00000166,0.00000166,196318.44,0.3277,2018-10-29 14:33:00,"TNB","BTC",2018-10-29 14:29:00
"1066",0.00000166,0.00000166,0.00000166,0.00000166,0,0,2018-10-29 14:34:00,"TNB","BTC",2018-10-29 14:29:00
"1067",0.00000166,0.00000166,0.00000166,0.00000166,0,0,2018-10-29 14:35:00,"TNB","BTC",2018-10-29 14:29:00
"1068",0.00000482,0.00000482,0.00000478,0.00000479,40145.43,0.1932,2018-10-29 14:30:00,"WPR","BTC",2018-10-29 14:29:00
"1069",0.0000048,0.00000482,0.0000048,0.00000482,54996.18,0.2644,2018-10-29 14:31:00,"WPR","BTC",2018-10-29 14:29:00
"1070",0.00000478,0.0000048,0.00000478,0.0000048,4404,0.02105,2018-10-29 14:32:00,"WPR","BTC",2018-10-29 14:29:00
"1071",0.00000477,0.00000479,0.00000477,0.00000478,3273.99,0.01566,2018-10-29 14:33:00,"WPR","BTC",2018-10-29 14:29:00
"1072",0.00000477,0.00000477,0.00000477,0.00000477,0,0,2018-10-29 14:34:00,"WPR","BTC",2018-10-29 14:29:00
"1073",0.00000479,0.00000479,0.00000477,0.00000477,0,0,2018-10-29 14:35:00,"WPR","BTC",2018-10-29 14:29:00
"1074",0.0000198,0.0000198,0.0000198,0.0000198,0,0,2018-10-29 14:30:00,"TRIG","BTC",2018-10-29 14:29:00
"1075",0.0000198,0.0000198,0.0000198,0.0000198,0,0,2018-10-29 14:31:00,"TRIG","BTC",2018-10-29 14:29:00
"1076",0.0000198,0.0000198,0.0000198,0.0000198,0,0,2018-10-29 14:32:00,"TRIG","BTC",2018-10-29 14:29:00
"1077",0.0000198,0.0000198,0.0000198,0.0000198,0,0,2018-10-29 14:33:00,"TRIG","BTC",2018-10-29 14:29:00
"1078",0.0000198,0.0000198,0.0000198,0.0000198,0,0,2018-10-29 14:34:00,"TRIG","BTC",2018-10-29 14:29:00
"1079",0.0000198,0.0000198,0.0000198,0.0000198,0,0,2018-10-29 14:35:00,"TRIG","BTC",2018-10-29 14:29:00
"1080",0.00004022,0.00004022,0.00004021,0.00004021,30376,1.22,2018-10-29 14:30:00,"WABI","BTC",2018-10-29 14:29:00
"1081",0.00004021,0.00004022,0.00004021,0.00004022,4190,0.1685,2018-10-29 14:31:00,"WABI","BTC",2018-10-29 14:29:00
"1082",0.00003993,0.00004022,0.0000398,0.00004021,39505,1.58,2018-10-29 14:32:00,"WABI","BTC",2018-10-29 14:29:00
"1083",0.00003994,0.00003996,0.00003993,0.00003993,1667,0.0665,2018-10-29 14:33:00,"WABI","BTC",2018-10-29 14:29:00
"1084",0.00003994,0.00003994,0.00003994,0.00003994,0,0,2018-10-29 14:34:00,"WABI","BTC",2018-10-29 14:29:00
"1085",0.00003985,0.00003994,0.00003985,0.00003994,0,0,2018-10-29 14:35:00,"WABI","BTC",2018-10-29 14:29:00
"1086",0.0001166,0.0001166,0.0001165,0.0001165,25.24,0.002946,2018-10-29 14:30:00,"VIA","BTC",2018-10-29 14:29:00
"1087",0.0001169,0.0001169,0.0001165,0.0001166,3839.37,0.4468,2018-10-29 14:31:00,"VIA","BTC",2018-10-29 14:29:00
"1088",0.0001167,0.0001167,0.0001166,0.0001166,0.04,0.00000466,2018-10-29 14:32:00,"VIA","BTC",2018-10-29 14:29:00
"1089",0.0001167,0.0001167,0.0001167,0.0001167,277.51,0.03235,2018-10-29 14:33:00,"VIA","BTC",2018-10-29 14:29:00
"1090",0.0001167,0.0001167,0.0001167,0.0001167,0,0,2018-10-29 14:34:00,"VIA","BTC",2018-10-29 14:29:00
"1091",0.0001169,0.0001169,0.0001167,0.0001167,0,0,2018-10-29 14:35:00,"VIA","BTC",2018-10-29 14:29:00
"1092",0.5097,0.03151,0.03149,0.03149,263.43,134.26,2018-10-29 14:30:00,"XMR","ETH",2018-10-29 14:29:00
"1093",0.5097,0.03153,0.03149,0.03151,471.84,240.49,2018-10-29 14:31:00,"XMR","ETH",2018-10-29 14:29:00
"1094",0.5099,0.03146,0.03142,0.03144,67.2,34.26,2018-10-29 14:32:00,"XMR","ETH",2018-10-29 14:29:00
"1095",0.5099,0.03144,0.03142,0.03144,38.77,19.77,2018-10-29 14:33:00,"XMR","ETH",2018-10-29 14:29:00
"1096",0.5099,0.03142,0.03142,0.03142,0,0,2018-10-29 14:34:00,"XMR","ETH",2018-10-29 14:29:00
"1097",0.5099,0.5099,0.03142,0.03142,0,0,2018-10-29 14:35:00,"XMR","ETH",2018-10-29 14:29:00
"1098",0.00000421,0.00000422,0.00000421,0.00000422,3540.81,0.01488,2018-10-29 14:30:00,"SNGLS","BTC",2018-10-29 14:29:00
"1099",0.00000423,0.00000423,0.00000419,0.00000421,27799.11,0.1167,2018-10-29 14:31:00,"SNGLS","BTC",2018-10-29 14:29:00
"1100",0.00000423,0.00000423,0.00000423,0.00000423,2135,0.009031,2018-10-29 14:32:00,"SNGLS","BTC",2018-10-29 14:29:00
"1101",0.00000423,0.00000423,0.00000423,0.00000423,5117.39,0.02161,2018-10-29 14:33:00,"SNGLS","BTC",2018-10-29 14:29:00
"1102",0.00000423,0.00000423,0.00000423,0.00000423,0,0,2018-10-29 14:34:00,"SNGLS","BTC",2018-10-29 14:29:00
"1103",0.00000418,0.00000423,0.00000418,0.00000423,0,0,2018-10-29 14:35:00,"SNGLS","BTC",2018-10-29 14:29:00
"1104",0.002204,0.002204,0.002195,0.002195,0.344,0.0007585,2018-10-29 14:30:00,"ZEN","BTC",2018-10-29 14:29:00
"1105",0.002199,0.002199,0.002199,0.002199,51.52,0.113,2018-10-29 14:31:00,"ZEN","BTC",2018-10-29 14:29:00
"1106",0.002197,0.002197,0.002195,0.002195,2.42,0.00531,2018-10-29 14:32:00,"ZEN","BTC",2018-10-29 14:29:00
"1107",0.002199,0.002199,0.002197,0.002197,4.55,0.009999,2018-10-29 14:33:00,"ZEN","BTC",2018-10-29 14:29:00
"1108",0.002199,0.002199,0.002199,0.002199,0,0,2018-10-29 14:34:00,"ZEN","BTC",2018-10-29 14:29:00
"1109",0.002189,0.002199,0.002189,0.002199,0,0,2018-10-29 14:35:00,"ZEN","BTC",2018-10-29 14:29:00
"1110",0.00002848,0.00002848,0.00002839,0.00002839,1851,0.05252,2018-10-29 14:30:00,"AMB","BTC",2018-10-29 14:29:00
"1111",0.00002848,0.00002848,0.00002825,0.00002834,14000,0.3961,2018-10-29 14:31:00,"AMB","BTC",2018-10-29 14:29:00
"1112",0.0000279,0.0000284,0.00002762,0.0000284,115007,3.2,2018-10-29 14:32:00,"AMB","BTC",2018-10-29 14:29:00
"1113",0.00002759,0.00002786,0.00002742,0.00002784,79112,2.18,2018-10-29 14:33:00,"AMB","BTC",2018-10-29 14:29:00
"1114",0.00002759,0.00002759,0.00002759,0.00002759,0,0,2018-10-29 14:34:00,"AMB","BTC",2018-10-29 14:29:00
"1115",0.00002778,0.00002778,0.00002759,0.00002759,0,0,2018-10-29 14:35:00,"AMB","BTC",2018-10-29 14:29:00
"1116",0.02047,0.03161,0.03147,0.03154,1103.91,22.59,2018-10-29 14:30:00,"LUN","ETH",2018-10-29 14:29:00
"1117",0.02045,0.03155,0.03149,0.0315,64.11,1.31,2018-10-29 14:31:00,"LUN","ETH",2018-10-29 14:29:00
"1118",0.02047,0.03145,0.03133,0.03145,1424,29.15,2018-10-29 14:32:00,"LUN","ETH",2018-10-29 14:29:00
"1119",0.02014,0.03196,0.03142,0.03196,2842.02,57.23,2018-10-29 14:33:00,"LUN","ETH",2018-10-29 14:29:00
"1120",0.02014,0.03142,0.03142,0.03142,0,0,2018-10-29 14:34:00,"LUN","ETH",2018-10-29 14:29:00
"1121",0.01991,0.03142,0.01991,0.03142,0,0,2018-10-29 14:35:00,"LUN","ETH",2018-10-29 14:29:00
"1122",0.0002713,0.03151,0.03151,0.03151,0,0,2018-10-29 14:30:00,"CMT","ETH",2018-10-29 14:29:00
"1123",0.0002715,0.03149,0.03149,0.03149,0,0,2018-10-29 14:31:00,"CMT","ETH",2018-10-29 14:29:00
"1124",0.0002719,0.03144,0.03144,0.03144,0,0,2018-10-29 14:32:00,"CMT","ETH",2018-10-29 14:29:00
"1125",0.0002721,0.03142,0.03142,0.03142,0,0,2018-10-29 14:33:00,"CMT","ETH",2018-10-29 14:29:00
"1126",0.0002721,0.03142,0.03142,0.03142,0,0,2018-10-29 14:34:00,"CMT","ETH",2018-10-29 14:29:00
"1127",0.0002721,0.03142,0.0002721,0.03142,0,0,2018-10-29 14:35:00,"CMT","ETH",2018-10-29 14:29:00
"1128",0.0002049,0.0002049,0.0002044,0.0002045,374.56,0.07626,2018-10-29 14:30:00,"GXS","BTC",2018-10-29 14:29:00
"1129",0.0002049,0.0002049,0.0002049,0.0002049,89.61,0.01831,2018-10-29 14:31:00,"GXS","BTC",2018-10-29 14:29:00
"1130",0.0002057,0.0002057,0.0002045,0.0002049,492.53,0.1007,2018-10-29 14:32:00,"GXS","BTC",2018-10-29 14:29:00
"1131",0.0002052,0.0002057,0.0002052,0.0002057,92.34,0.01889,2018-10-29 14:33:00,"GXS","BTC",2018-10-29 14:29:00
